7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,168,161,161,161,161,161,161,161,161,161,161,161,161,169,7
7,181,202,202,202,202,202,202,202,202,202,202,202,202,182,7
7,181,7,7,7,7,7,7,7,7,7,7,7,7,182,7
7,181,7,160,161,170,159,161,162,7,168,161,162,7,182,7
7,181,7,201,202,163,163,202,203,7,192,202,203,7,182,7
7,181,7,7,7,171,171,7,7,7,194,7,7,7,182,7
7,181,7,7,7,7,7,7,7,7,7,7,7,7,182,7
7,181,7,7,7,7,196,7,7,7,156,7,7,7,182,7
7,181,7,160,161,161,177,7,160,161,178,162,7,7,182,7
7,181,7,201,202,202,203,7,201,202,202,203,7,7,182,7
7,181,7,7,7,7,7,7,7,7,7,7,7,7,182,7
7,176,161,161,161,161,161,161,161,161,161,161,161,161,177,7
