7,168,161,161,161,161,161,161,170,161,161,161,161,161,169,7
7,181,7,202,202,202,202,202,164,39,202,202,202,202,182,7
7,181,7,7,7,7,7,7,164,7,7,7,7,7,182,7
7,181,7,7,7,7,7,7,164,7,7,7,7,7,182,7
7,181,7,7,7,7,7,7,164,7,7,7,7,7,182,7
7,181,7,160,161,161,161,161,178,161,161,162,7,7,182,7
7,181,7,201,202,202,202,202,202,202,202,202,7,7,182,7
7,181,7,7,7,7,7,7,7,7,7,7,7,7,182,7
7,181,7,7,7,7,7,7,7,7,7,7,7,7,182,7
7,181,7,7,7,7,7,7,7,7,7,7,7,7,182,7
7,181,7,7,7,7,7,7,7,7,7,7,7,7,182,7
7,181,7,7,7,7,7,7,7,7,7,7,7,7,182,7
7,176,161,161,161,161,161,161,161,161,161,161,161,161,177,7
