7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,202,202,7,7,7,7,7,7,7,7,7,7,7,202,7
7,204,46,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,202,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,54,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
