7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
7,202,7,7,7,7,7,7,7,7,7,7,7,7,202,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,202,202,204,204,204,202,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,204,204,204,204,204,204,204,204,204,204,204,204,204,204,7
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
